300,すぽんじ,もやせるごみ,かねん,
301,ずぼんぷれっさー,きんぞく,きんぞく,
302,すみ,もやせるごみ,かねん,
303,すりっぱ（ぬのせい）,もやせるごみ,かねん,
304,すりっぱ（ごむせい）,もやせるごみ,かねん,
305,すりっぱ（びにーるせい）,そのたぷらすちっく,たぷら,
306,せっけん,もやせるごみ,かねん,
307,せろはんてーぷ,もやせるごみ,かねん,
308,せろはんてーぷのはこ（かみせい）,もやせるごみ,かねん,
309,せろはんてーぷのたい,もやせないごみ,ふねん,
310,せんたくき,かでんりさいくるほうたいしょうひんもく,かでん,1.りさいくるするかでんせいひんをこうにゅうしたみせか、かいかえをしようとするみせに、りさいくるりょうきんとしゅうしゅううんぱんりょうきんをしはらい、いらいする。2.しのきょかするしゅうしゅううんぱんぎょうしゃに、りさいくるりょうきんとしゅうしゅううんぱんりょうきんをしはらい、いらいする。3.ゆうびんきょくで「かでんりさいくるけん」をこうにゅうし、してい引取ばしょにもちこむ。してい引取ばしょ：(かぶ)たやま 234-8666 つしたかぢゃやこもりうえのまちみなみはまかわ1143 ※えいぎょうび、じかんとうはちょくせつおといあわせください。
311,せんたくばさみ,きんぞく,きんぞく,
312,せんぷうき,きんぞく,きんぞく,
313,せんめんき（きんぞくせい）,きんぞく,きんぞく,
314,せんめんき（ぷらすちっくせい）,そのたぷらすちっく,たぷら,
315,せんめんけしょうだい,もやせないごみ,ふねん,
316,そうがんきょう（きんぞくせい）,きんぞく,きんぞく,
317,そうがんきょう（ぷらすちっくせい）,そのたぷらすちっく,たぷら,
318,ぞうきん,もやせるごみ,かねん,
319,そうじき,きんぞく,きんぞく,
320,そふぁー（きんぞくすぷりんぐいり）,きんぞく,きんぞく,
321,そふぁー（きんぞくすぷりんぐなし）,もやせるごみ,かねん,
322,そふぁーべっど,きんぞく,きんぞく,
323,たいおんけい（すいぎんしき）,きけんごみ,危,なるべくせんようのようきにいれ、とうめい・はんとうめいのふくろにいれる。
324,たいおんけい（でじたるしき）,きんぞく,きんぞく,でんちはとりのぞく
325,たいじゅうけい（へるすめーたー）,きんぞく,きんぞく,でんちはとりのぞく
326,たいや（じどうしゃ・おーとばいなど）,しではしゅうしゅうしません,しゅうしゅうしない,はんばいてんまたはせんもんのしょりぎょうしゃにしょりをいらいしてください。
327,たいやちぇーん（きんぞくせい）,きんぞく,きんぞく,
328,たいやちぇーん（ぷらすちっくせい）,そのたぷらすちっく,たぷら,
329,たいやほいーる（あるみせい・すちーるせい）,きんぞく,きんぞく,たいやつきはしゅうしゅうしません
330,たおる,いるい・ぬのるい,ぬのるい,
331,たたみ・ゆにっとたたみ,しではしゅうしゅうしません,しゅうしゅうしない,つしりさいくるせんたーにじこはんにゅうできます。
332,たまごぱっく（かみせい）,ざっし,ざっし,つぶしてざっしといっしょにひもでじゅうもんじにたばねる
333,たまごぱっく（ぷらすちっくせい）,ようきほうそうぷらすちっく,ようぷら,
334,たわし,きんぞく,きんぞく,
335,たんす,もやせるごみ,かねん,きょう・がらすぶぶんは「ふねん」にだす
336,だんべる（きんぞくせい）,きんぞく,きんぞく,
337,だんべる（ぷらすちっくせい）,そのたぷらすちっく,たぷら,
